,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
6436,Dennis Keith Rodman,228 lbs. (103 kg) at 6'8'' (2.03 m),"Trenton, New Jersey (United States of America)",13th May 1961 (age 60),1997,Dennis Rodman,,,
6437,James Douglas Muir Leno,,"New Rochelle, New York (United States of America)",28th April 1950 (age 71),8th August 1998 (23 years ago),Jay Leno,,,
6438,Karl Anthony Malone,265 lbs. (120 kg) at 6'9'' (2.06 m),"Summerfield, Louisiana (United States of America)",24th July 1963 (age 58),12th July 1998 (23 years ago),Karl Malone,,,
6445,Alfred Hodgson,,"Lancashire, England (United Kingdom)",29th October 1908,29th October 1933 (88 years ago),Jack Wentworth,1984,,
6447,unknown,,"London, Greater London, England (United Kingdom)",,,Dino Skarlo,,,
6448,unknown,,,,,Big Fat Oily Guy,,,
6449,unknown,,,6th October ???,,Bam Bam Mancuso,,,
6451,Nick Gulas,160 lbs. (73 kg) at 5'11'' (1.80 m),"Birmingham, Alabama (United States of America)",3rd September 1914,,Nick Gulas,21st January 1991,,
6453,unknown,,Mexico,5th July 1977,1994,Obett,12th February 2021,,
6454,Adolfo Óscar,,"Ciudad de México, Ciudad de México (Mexico)",24th September 1915,??th December 1933,Adolfo Bonales,??th May 1994,,
6456,unknown,187 lbs. (85 kg) at 5'7'' (1.70 m),Mexico,16th March 1963 (age 58),1985,La Rata,,,
6458,Mario Alberto Montiel León,,Mexico,5th April 1977 (age 44),1997,Perico,,,
6459,unknown,,Mexico,,,Master,,,
6460,Jorge Cabrera,,Mexico,15th February 1952 (age 70),??th February 1973,Babe Richard,,,150 lbs. (68 kg)
6461,unknown,,Mexico,,,Babe Richard Jr.,,,
6462,unknown,255 lbs. (116 kg) at 6'1'' (1.85 m),,,,James Proper,,,
6463,Floyd W. Eckert,240 lbs. (109 kg) at 6'2'' (1.88 m),"St. Louis, Missouri (United States of America)",4th January 1917,,Ray Eckert,7th July 1996,,
6464,unknown,,"Newport, Rhode Island (United States of America)",22nd October 1908,,Reb Russell,XXXX,,
6465,Raymond Henry Villmer,220 lbs. (100 kg) at 5'10'' (1.78 m),"St. Louis, Missouri (United States of America)",22nd April 1912,,Ray Villmer,9th January 2005,,
6466,unknown,,,,,Red McKim,,,
6467,Bob Eisenburg,,,,,Bob Eisenburg,,,
6468,Charles Sprott,,"Winnipeg, Manitoba (Canada)",1st January 1936,,Ricky Hunter,8th February 2022,,
6469,Richard E. Longino,,,13th March 1936,,Ricky Longino,21st January 2000,,
6470,Shirley Boucher,,"Webster, Massachusetts (United States of America)",,,Rita Boucher ,,,
6471,Maury High,,North Dakota (United States of America),1940,12th November 1960 (61 years ago),Rocket Monroe,8th June 2010,,
6472,Rocco John Colombo,225 lbs. (102 kg) at 5'8'' (1.73 m),"New York City, New York (United States of America)",22nd September 1928,,Rocky Columbo,5th March 1964,,
6473,Roland Smith,,,,,Rocky Smith,5th October 1977,,
6474,José Adalberto Lazalde Ceniceros,,"Gómez Palacio, Durango (Mexico)",22nd July 1946,,Tigre Romano,22nd October 2020,,
6475,Roy P. Shropshire,,"Georgetown, Kentucky (United States of America)",1st January 1922,,Roy Shire,1st October 1992,,
6476,Rudy Hason,,"Omaha, Nebraska (United States of America)",25th January 1901,1918,Rudy Dusek,27th October 1971,,214 lbs. (97 kg)
6477,unknown,,,,,Tony Angelo,XXXX,,
6478,Albert Henry Rosburg,202 lbs. (92 kg) at 5'11'' (1.80 m),"Tacoma, Washington (United States of America)",10th October 1914,,Leon Kirilenko,1st September 1983,,
6479,Andrés Valderrama,,"Delicias, Chihuahua (Mexico)",20th October 1956,,Andrés Valderrama,25th May 2018,,
6482,unknown,143 lbs. (65 kg) at 5'9'' (1.75 m),Mexico,,??th December 2006,Génesis,,,
6483,unknown,,Mexico,1989,2004,Medieval,,,
6484,unknown,,"Cuernavaca, Morelos (Mexico)",12th April 1954 (age 67),12th January 1975 (47 years ago),Tartu el Brujo,,,
6485,unknown,,Mexico,4th April 1981 (age 40),2003,Scravos,,5'7'' (1.70 m),
6486,Luis Lara,176 lbs. (80 kg) at 5'6'' (1.68 m),Nuevo León (Mexico),8th May 1982 (age 39),2003,Dranser,,,
6488,unknown,,Mexico,,,Eclipse,,,
6490,unknown,282 lbs. (128 kg) at 6'5'' (1.96 m),"Connellsville, Pennsylvania (United States of America)",,??th September 1995,Quinn Magnum,,,
6502,unknown,154 lbs. (70 kg) at 5'2'' (1.57 m),"Oaxaca de Juárez, Oaxaca (Mexico)",6th July 1983 (age 38),1999,Subzero,,,
6503,Santos Ramos Guerrero,,Coahuila de Zaragoza (Mexico),1948,,Guerrero Azteca,,,
6504,Alberto Sánchez Pruneda,,"Monclova, Coahuila de Zaragoza (Mexico)",,,Alberto Mora,3rd October 2013,,
6505,unknown,,Mexico,17th June 1952,,Gorilita Flores Jr.,14th March 2021,,
6508,Artemio Torres Monsiváis,,Mexico,21st October 1948,1970,Cuauthémoc Torres,27th October 2000,,
6509,unknown,,Mexico,,,Tony Fussary,,,
6510,unknown,,"Monterrey, Nuevo León (Mexico)",,2000,Errante Solitario,,,
6511,unknown,,"Charcas, San Luis Potosí (Mexico)",7th June 1974 (age 47),,Bengalí,,6'3'' (1.91 m),
6514,Jermaine Robinson,220 lbs. (100 kg) at 5'10'' (1.78 m),"Fairfax, Virginia (United States of America)",,,Dirty Money,,,
6516,unknown,130 lbs. (59 kg) at 5'7'' (1.70 m),,,,Reggie ,,,
6517,unknown,205 lbs. (93 kg) at 6'1'' (1.85 m),"San Francisco, California (United States of America)",,,Sweet Stevie,,,
6518,unknown,165 lbs. (75 kg) at 5'3'' (1.60 m),"Louisville, Kentucky (United States of America)",,,Tommy McNaler,,,
6519,unknown,233 lbs. (106 kg) at 6'5'' (1.96 m),"Seymour, Indiana (United States of America)",,,Vaughn Lilas,,,
6520,José Hernández Valdés,,"Nuevo Laredo, Tamaulipas (Mexico)",1966,,Rock el Cavernícola,19th July 1995,,
6521,Martin Herrera,,"Ciudad de México, Ciudad de México (Mexico)",11th November 1943,10th February 1965 (57 years ago),Tino Herrera,29th June 2012,,
6523,unknown,198 lbs. (90 kg) at 5'10'' (1.78 m),"Ciudad de México, Ciudad de México (Mexico)",1st October 1954 (age 67),??th May 1976,Tigre Escarlata,,,
6525,unknown,,,,,Jennifer Carlisle,,,
6527,unknown,,,,,Bob Ryder,25th November 2020,,
6528,unknown,215 lbs. (98 kg) at 6'1'' (1.85 m),"Fort Lauderdale, Florida (United States of America)",,2003,Scott Commodity,,,
6530,Emil John Hason,235 lbs. (107 kg) at 5'10'' (1.78 m),"Omaha, Nebraska (United States of America)",31st March 1905,,Emil Dusek,9th July 1986,,
6531,George Washington Harben,207 lbs. (94 kg) at 6'1'' (1.85 m),"Stone Mountain, Georgia (United States of America)",30th July 1905,,George Harben,27th March 1982,,
6532,unknown,,,,16th February 1939 (83 years ago),George Cologne,,,
6533,Earl Wampler,,"Biglerville, Pennsylvania (United States of America)",4th June 1895,,Earl Wampler,27th April 1984,,230 lbs. (104 kg)
6534,Peter Musovich,216 lbs. (98 kg) at 6'4'' (1.93 m),"Streator, Illinois (United States of America)",27th December 1914,,Pete Managoff,25th August 1966,,
6535,George Peter Becker,215 lbs. (98 kg) at 5'10'' (1.78 m),"New York City, New York (United States of America)",12th January 1914,,George Becker,25th October 1999,,
6536,Herbert Calvert Jr.,,"Passaic, New Jersey (United States of America)",28th July 1956,,Herb Calvert,27th January 2002,,
6538,unknown,212 lbs. (96 kg) at 5'7'' (1.70 m),Mexico,5th January 1965 (age 57),1983,Guerrero Estelar,,,
6539,unknown,,Mexico,,,Ángel Negro Jr.,,,
6540,unknown,159 lbs. (72 kg) at 5'7'' (1.70 m),"Oaxaca de Juárez, Oaxaca (Mexico)",13th March 1982 (age 40),13th March 1999 (23 years ago),Vuelo Espacial,,,
6541,Agustin Rey Vázquez López,181 lbs. (82 kg) at 5'8'' (1.73 m),"Ciudad de México, Ciudad de México (Mexico)",6th January 1942 (age 80),,Rigo Cisneros,,,
6542,Ricardo Javier Castilla Peña,212 lbs. (96 kg) at 5'5'' (1.65 m),"Oaxaca de Juárez, Oaxaca (Mexico)",3rd April 1969 (age 52),19th May 1985 (36 years ago),El Caballero de la Muerte,,,
6543,González Orozco,,Mexico,,,La Araña,XXXX,,
6544,José Pereira,,"Acapulco de Juárez, Guerrero (Mexico)",,,La Sombra Vengadora Jr.,??th April 2018,,
6545,José Luis Aguilera,220 lbs. (100 kg) at 5'10'' (1.78 m),"Ciudad de México, Ciudad de México (Mexico)",1951,1970,El Dorado,,,
6546,unknown,176 lbs. (80 kg) at 5'11'' (1.80 m),"Ciudad de México, Ciudad de México (Mexico)",,,El Dorado Jr.,,,
6550,unknown,,Mexico,,,Ray Plata,,,
6551,unknown,190 lbs. (86 kg) at 5'9'' (1.75 m),"Oaxaca de Juárez, Oaxaca (Mexico)",,,El Signo #2,,,
6552,	Antonío Olmos,,Mexico,,,Halcón Dorado Jr.,,,
6553,Vicente Carbajal Salas,209 lbs. (95 kg) at 5'9'' (1.75 m),"Ciudad de México, Ciudad de México (Mexico)",6th December 1965 (age 56),1980,El Indómito,,,
6554,unknown,,Mexico,,,Aramís ,,,
6555,unknown,214 lbs. (97 kg) at 5'8'' (1.73 m),"Juárez, Chihuahua (Mexico)",,1988,Tiger Man,,,
6556,Daniel Peralta Gaona,,"Ciudad de México, Ciudad de México (Mexico)",10th May 1977 (age 44),1994,La Chona,,,
6557,unknown,,Baja California (Mexico),,,Príncipe Negro Jr.,,,
6558,Manuel Hernández Flores,,,,,Caudillo #1,26th February 2010,,
6560,unknown,55 lbs. (25 kg) at 2'6'' (0.76 m),Mexico,,,La Hormiga Atómica,,,
6561,unknown,,,,,Rey Negro,,,
6565,Herminio Rojas,187 lbs. (85 kg) at 5'8'' (1.73 m),"Ciudad de México, Ciudad de México (Mexico)",29th January 1953 (age 69),??th July 1978,Vulcano,,,
6566,unknown,,Mexico,,,El Conde Bartock,,,
6567,unknown,165 lbs. (75 kg) at 5'9'' (1.75 m),Mexico,,,Aracnofobia,,,
6568,unknown,,Mexico,,,León Dorado,,,
6569,unknown,143 lbs. (65 kg) at 5'1'' (1.55 m),Mexico,,22nd February 1995 (27 years ago),Maguito Fantasma,,,
6571,unknown,163 lbs. (74 kg) at 5'9'' (1.75 m),"Monterrey, Nuevo León (Mexico)",,8th November 1978 (43 years ago),Oriental #1,,,
6572,unknown,163 lbs. (74 kg) at 5'9'' (1.75 m),"Monterrey, Nuevo León (Mexico)",8th November 1978 (age 43),1996,Oriental #2,,,
6573,Fernando Chávez Aguilar,,Mexico,,,Bello David,15th August 2013,,
6576,Leopoldo Pérez Peña de Garay,220 lbs. (100 kg) at 6'1'' (1.85 m),"San Luis Potosí, San Luis Potosí (Mexico)",19th January 1914,1938,Polo Cordova,5th August 1975,,
6577,David Slinker,,United States of America,30th October 1945,,Ron Slinker,28th March 2008,,
6578,Scott Leland Peterson,,"Provo, Utah (United States of America)",10th June 1963,,Scott Peterson,25th July 1994,,
6579,Bert Rubinstein,190 lbs. (86 kg) at 5'9'' (1.75 m),Érmihályfalva (Hungary),29th November 1910,,Bert Ruby,9th March 1968,,
6580,unknown,117 lbs. (53 kg) at 5'0'' (1.52 m),"Morioka, Iwate (Japan)",24th September ???,11th November 2020 (one year ago),Misa Kagura ,,,
6581,Roger H. Mackay,175 lbs. (79 kg) at 5'10'' (1.78 m),"Salt Lake City, Utah (United States of America)",25th March 1928,,Roger Mackay,19th February 2005,,
6582,unknown,,,,,Jack Steele,,,
6583,Antone R. Leone,,"Oyster Bay, New York (United States of America)",15th September 1916,,Antone Leone,12th March 1994,,
6584,Patrick Timothy Fraley,,"Boston, Massachusetts (United States of America)",20th August 1906,,Pat Fraley,1st September 1978,,
6585,unknown,,,,,Fred Fraley,,,
6586,unknown,,,,,Lucky Gilpin,,,
6587,Audley W. Hader,220 lbs. (100 kg) at 5'10'' (1.78 m),"Eugene, Missouri (United States of America)",16th September 1902,,Jack Hader,12th January 1982,,
6588,Elva George Culkin,,Mississippi (United States of America),12th April 1926,,George Culkin,26th February 2005,5'11'' (1.80 m),
6591,unknown,,Mexico,,,Cometa Azul #1,,,
6592,unknown,,Mexico,,,Cometa Azul #2,,,
6593,unknown,,United Kingdom,,,Canary Kid,,,
6594,unknown,235 lbs. (107 kg) at 6'0'' (1.83 m),Canada,,1997,Abbadon,,,
6595,Kurt Feiertag,226 lbs. (103 kg) at 6'1'' (1.85 m),"Delta, British Columbia (Canada)",,27th August 2004 (17 years ago),Kurt Sterling,,,
6597,unknown,295 lbs. (134 kg) at 6'11'' (2.11 m),"Vancouver, British Columbia (Canada)",,??th May 2004,Nate Daniels,,,
6598,unknown,181 lbs. (82 kg) at 5'9'' (1.75 m),"Brisbane, Queensland (Australia)",,??th December 2005,Rick the Weapon X,,,
6599,unknown,154 lbs. (70 kg) at 5'5'' (1.65 m),Mexico,27th November 1958 (age 63),,Danny Boy,,,
6604,unknown,200 lbs. (91 kg) at 5'9'' (1.75 m),"Burnaby, British Columbia (Canada)",,1997,Johnny Obsession,,,
6605,unknown,272 lbs. (123 kg) at 6'1'' (1.85 m),Canada,,,Deuce Savage,,,
6606,unknown,128 lbs. (58 kg) at 5'5'' (1.65 m),Queensland (Australia),1967,??th June 2002,Penni Lane ,,,
6607,unknown,230 lbs. (104 kg) at 6'0'' (1.83 m),"Vancouver, British Columbia (Canada)",15th October ???,1982,Verne Siebert,,,
6608,unknown,,Mexico,,1978,El Ojo de Tigre,,,
6609,unknown,181 lbs. (82 kg) at 5'8'' (1.73 m),Mexico,10th October 1979 (age 42),,El Ojo de Tigre Jr.,,,
6612,unknown,159 lbs. (72 kg) at 5'7'' (1.70 m),Hidalgo (Mexico),1986,2003,Shaolín,,,
6613,unknown,176 lbs. (80 kg) at 5'7'' (1.70 m),Mexico,1972,2000,Súper Cuate,,,
6616,unknown,,Tamaulipas (Mexico),,,Cinico Meza,,,
6617,unknown,,Mexico,,,Astuto,,,
6620,Ulises Cantu Gutiérrez,231 lbs. (105 kg) at 6'3'' (1.91 m),"Monterrey, Nuevo León (Mexico)",1966,,Spiderman,,,
6621,Claudio González Castillo,,"Madero, Tamaulipas (Mexico)",,,Silver Fox,,,
6622,unknown,,,,,Pablo Romero,,,
6623,unknown,,,,,Kiko van Dick,,,
6624,José Vicente Ramós Estrada,192 lbs. (87 kg) at 5'9'' (1.75 m),Michoacán de Ocampo (Mexico),19th May 1955,,Sangre India,25th December 1979,,
6625,unknown,,Mexico,,,Flash #2,,,
6626,unknown,165 lbs. (75 kg) at 5'10'' (1.78 m),"Monterrey, Nuevo León (Mexico)",,,Loco Najero,,,
6627,Anthony Sannizzaro,,,1922,,Tony Santos,27th October 1984,,
6628,unknown,,Mexico,,,Payaso Terror,,,
6629,Simon Tlantenchi,,Mexico,,,Rody,,,
6630,unknown,309 lbs. (140 kg) at 6'2'' (1.88 m),Port of Spain (Trinidad and Tobago),,30th September 1998 (23 years ago),El Enterrador,,,
6631,unknown,,Mexico,,,Fuego Negro,,,
6632,Justin Appleberry,247 lbs. (112 kg) at 6'3'' (1.91 m),"Kansas City, Missouri (United States of America)",,,Michael Strider,,,
6634,unknown,192 lbs. (87 kg) at 5'10'' (1.78 m),"Huntsville, Alabama (United States of America)",,,Patrick Bentley,,,
6635,Matt Griffin,,"Westborough, Massachusetts (United States of America)",8th January 1978 (age 44),,Jacey North,,,
6636,unknown,,,,,Nick Halen,,,
6638,unknown,,,,,Nick Nestor,,,
6639,unknown,,,,,Brent Silver,,,
6640,Dango Van Nguyen,,,12th June 1971,,Dango Wynn,10th August 2019,5'9'' (1.75 m),
6641,unknown,,,,,Randall Johnson,,,
6642,Benjamin Canup,,Georgia (United States of America),,,Cooter Calhoun,,,
6643,unknown,,,,,Henry Hoss,,,
6645,unknown,203 lbs. (92 kg) at 5'5'' (1.65 m),"Atlanta, Georgia (United States of America)",,1994,Silky Boom Boom,,,
6646,unknown,,,,,Skeeter Frost,,,
6647,unknown,240 lbs. (109 kg) at 6'1'' (1.85 m),,,,Sweet Dreams,,,
6648,unknown,,"Dacula, Georgia (United States of America)",,,Truitt Fields,,,232 lbs. (105 kg)
6650,unknown,221 lbs. (100 kg) at 6'2'' (1.88 m),"Las Vegas, Nevada (United States of America)",,,Brett Young,,,
6651,unknown,211 lbs. (96 kg) at 6'1'' (1.85 m),"Seattle, Washington (United States of America)",,,Jeremy Wyatt,,,
6652,unknown,265 lbs. (120 kg) at 6'4'' (1.93 m),"Virginia Beach, Virginia (United States of America)",,,Mason Hunter,,,
6653,unknown,191 lbs. (87 kg) at 6'0'' (1.83 m),"Minneapolis, Minnesota (United States of America)",10th November 1982 (age 39),,Nate Bash,,,
6654,unknown,182 lbs. (83 kg) at 5'9'' (1.75 m),"Topeka, Kansas (United States of America)",,,Payday Patterson,,,
6655,unknown,203 lbs. (92 kg) at 6'0'' (1.83 m),"Lawrence, Kansas (United States of America)",,,Tyler Cook,,,
6656,Alfred Kashey,,"Paterson, New Jersey (United States of America)",7th June 1930,1951,Al Kashey,17th July 2005,,
6657,unknown,,Mexico,,2003,Rey de Corazónes,,,
6658,unknown,172 lbs. (78 kg) at 5'5'' (1.65 m),Mexico,,6th January 2004 (18 years ago),El Emperador,,,
6659,unknown,161 lbs. (73 kg) at 5'8'' (1.73 m),Mexico,22nd June 1988 (age 33),,Galaxy,,,
6660,unknown,,Mexico,,,Potro Salvaje #2,,,
6661,Lúis González Miranda,,"Ciudad de México, Ciudad de México (Mexico)",4th August 1941 (age 80),1968,El Reo,,,
6662,unknown,,Mexico,,2003,Aquiles,,,
6663,Juan José Avila,,Mexico,,,Chicano Power,30th June 2018,,
6664,unknown,198 lbs. (90 kg) at 5'7'' (1.70 m),Mexico,5th May ???,1979,El Gallo de Jalisco,,,
6665,José Luis Bracamontes,181 lbs. (82 kg) at 5'8'' (1.73 m),"Ciudad de México, Ciudad de México (Mexico)",,2001,Latin Brother,,,
6667,unknown,132 lbs. (60 kg) at 5'1'' (1.55 m),"Ciudad de México, Ciudad de México (Mexico)",19th August ???,1989,Voladorcito,,,
6668,unknown,,Mexico,,1990,Payasito Negro,,,
6669,Andrew Hogg,196 lbs. (89 kg) at 6'0'' (1.83 m),"Blackpool, Lancashire, England (United Kingdom)",1978,1998,Andy Hogg,,,
6671,Rob Harrup,170 lbs. (77 kg) at 5'9'' (1.75 m),"Birmingham, West Midlands, England (United Kingdom)",,,Rob Hunter,,,
6673,Scott Felstead,231 lbs. (105 kg) at 6'4'' (1.93 m),"Loughborough, Leicestershire, England (United Kingdom)",,,Scott Future,,,
6674,unknown,224 lbs. (102 kg) at 5'11'' (1.80 m),"Sheffield, South Yorkshire, England (United Kingdom)",,,Alan Kilby,,,
6676,unknown,,,1965,,Mike Weaver,??th October 2020,,
6677,unknown,,United States of America,,,Jerry Christy,,,
6678,Herbert Flood Moeller,235 lbs. (107 kg) at 5'10'' (1.78 m),"Mamaroneck, New York (United States of America)",11th March 1908,,Hans Schnabel,28th June 1980,,
6680,Leland Wilbur Henning,240 lbs. (109 kg) at 6'1'' (1.85 m),"Saratoga, Iowa (United States of America)",15th August 1913,,Lee Henning,11th October 1977,,
6681,Antonio de Jesús Uzeta,159 lbs. (72 kg) at 5'7'' (1.70 m),Mexico,3rd March 1987 (age 35),11th January 2008 (14 years ago),Black Dragón,,,
6683,Yasser de la Cruz Guzmán,172 lbs. (78 kg) at 5'7'' (1.70 m),"Mazatlán, Sinaloa (Mexico)",21st November 1981 (age 40),??th June 2003,Kempo Dragón,,,
6686,Ferdinando Carmine Muccioli,,"Niagara Falls, Ontario (Canada)",18th August 1915,,Gypsy Joe,??th February 1986,,
6687,unknown,,"Wien, Wien (Austria)",,,Hans Waldherr,,,
6688,Lloyd Collins Kennedy,215 lbs. (98 kg) at 5'10'' (1.78 m),"Dallas, Texas (United States of America)",5th September 1910,,Jack Kennedy,22nd July 1979,,
6689,Christopher J. Clancy,218 lbs. (99 kg) at 5'9'' (1.75 m),"Woburn, Massachusetts (United States of America)",9th September 1924,,Mike Clancy,15th June 1988,,
6692,David Nattrass,190 lbs. (86 kg) at 5'10'' (1.78 m),"Carlisle, Cumbria, England (United Kingdom)",26th April 1983 (age 38),1999,Shady Nattrass,,,
6694,Stuart Nattrass,,"Sunderland, Tyne and Wear, England (United Kingdom)",,,XL Nattrass,,,
6695,unknown,,,1976,,Brian Ong,28th May 2001,,
6697,unknown,,,,,Elaine Ellis,,,
6698,unknown,,"Blackpool, Lancashire, England (United Kingdom)",,,Bobby Barron,1993,,
6700,Joseph F. Tangaro,,"Salt Lake City, Utah (United States of America)",21st July 1927,,Joe Brunetti,30th September 1997,,
6702,Guy Joe Brunetti,,"Bingham Canyon, Utah (United States of America)",28th September 1929,,Guy Brunetti,8th May 2005,,
6703,Edward Edelmiro Ramírez,235 lbs. (107 kg) at 6'2'' (1.88 m),,31st July 1917,,Charro Aztec,9th September 2003,,
6706,Chelsey Cartwright,138 lbs. (63 kg) at 5'4'' (1.63 m),"Grimsby, Lincolnshire, England (United Kingdom)",15th August 1990 (age 31),2006,Chelsey Love ,,,
6707,Nikki Bevis,,"Norwich, Norfolk, England (United Kingdom)",,,Nikki Best ,,,
6713,Donald A. Evans,227 lbs. (103 kg) at 5'11'' (1.80 m),New York (United States of America),22nd June 1917,,Don Evans,28th November 2005,,
6714,unknown,,Finland,7th March 1986 (age 36),7th October 2007 (14 years ago),Aurora Flame ,,5'5'' (1.65 m),
6715,John B. Donovan,,,,,Jack Donovan,27th May 1940,,
6716,Delphine Jalbert,,"Lille, Hauts-de-France (France)",25th November 1974 (age 47),,Bulla Punk ,,5'7'' (1.70 m),
6717,Patrick Joseph McGill,,Nebraska (United States of America),25th July 1896,,Pat McGill,31st December 1969,,
6719,Nils Phillip Olofsson,235 lbs. (107 kg) at 6'2'' (1.88 m),Sweden,16th October 1906,,Swedish Angel,9th February 1974,,
6720,Enrique Flores,,Mexico,,,Enrique Flores,,,
6721,Jesús Monroy,,"Martínez de la Torre, Veracruz de Ignacio de la Llave (Mexico)",1933,1956,Chucho Monroy,18th January 2011,,
6722,Lucy Jane Clayden,168 lbs. (76 kg) at 5'8'' (1.73 m),"Kent, England (United Kingdom)",24th January 1986 (age 36),??th October 2005,Lucy Clayden ,,,
6723,Martin Berry,201 lbs. (91 kg) at 6'3'' (1.91 m),"Colchester, Essex, England (United Kingdom)",,2004,Rocker Richards,,,
6724,Roy Nicholas Boyd,,"Manchester, Greater Manchester, England (United Kingdom)",1935,,Johnny Eagles,12th May 1999,,
6726,Sanjay Bagga,141 lbs. (64 kg) at 5'10'' (1.78 m),"London, Greater London, England (United Kingdom)",20th November 1985 (age 36),2003,Sanjay Bagga,,,
6727,José María Hernández García,209 lbs. (95 kg) at 5'9'' (1.75 m),"Tuxtla Gutiérrez, Chiapas (Mexico)",,1990,Rey Persa,,,
6728,unknown,,,,,Azkari,,,
6729,unknown,,Athína (Greece),17th October 1916,,Con Bruno,XXXX,,
6730,Carlos Ramos,,"Victoria de Durango, Durango (Mexico)",4th November 1913,,Gorila Ramos,1st August 1967,,
