,Date,Match,Promotion,Event,Rating,Participant 1,Participant 2,Participant 3,Participant 4,Participant 5,Participant 6,# of teams,Team Size,PPV
29,"April 20, 1991","Mitsuharu Misawa, Toshiaki Kawada, and Kenta Kobashi vs. Jumbo Tsuruta, Masanobu Fuchi, and Akira Taue",AJPW,Fan Appreciation Day,5.0,"['Mitsuharu Misawa', 'Toshiaki Kawada', 'Kenta Kobashi']","['Jumbo Tsuruta', 'Masanobu Fuchi', 'Akira Taue']",,,,,2,3,False
30,"August 9, 1991",Big Van Vader vs. Keiji Mutoh,NJPW,G1 climax 1991 Night 2,5.0,['Big Van Vader'],['Keiji Mutoh'],,,,,2,1,True
31,"April 24, 1992",Kyoko Inoue vs. Manami Toyota,AJW,Wrestlemarinepiad,5.0,['Kyoko Inoue'],['Manami Toyota'],,,,,2,1,True
32,"April 30, 1992",El Samurai vs. Jushin Thunder Liger,NJPW,Explosion TourNight 13,5.0,['El Samurai'],['Jushin Thunder Liger'],,,,,2,1,True
33,"May 17, 1992","The Dangerous Alliance (Arn Anderson, Bobby Eaton, Larry Zbyszko, Rick Rude, and Steve Austin) vs. Sting's Squadron (Barry Windham, Dustin Rhodes, Nikita Koloff, Ricky Steamboat, and Sting)",WCW,WrestleWar,5.0,"['Arn Anderson', 'Bobby Eaton', 'Larry Zbyszko', 'Rick Rude', 'Steve Austin']","['Barry Windham', 'Dustin Rhodes', 'Nikita Koloff', 'Ricky Steamboat', 'Sting']",,,,,2,5,True
34,"May 22, 1992","Mitsuharu Misawa, Toshiaki Kawada, and Kenta Kobashi vs. Jumbo Tsuruta, Masanobu Fuchi, and Akira Taue",AJPW,Super Power SeriesNight 6[12],5.0,"['Mitsuharu Misawa', 'Toshiaki Kawada', 'Kenta Kobashi']","['Jumbo Tsuruta', 'Masanobu Fuchi', 'Akira Taue']",,,,,2,3,True
35,"May 25, 1992",Kenta Kobashi and Tsuyoshi Kikuchi vs. The Can-Am Express (Doug Furnas and Dan Kroffat),AJPW,Super Power SeriesNight 8,5.0,"['Kenta Kobashi', 'Tsuyoshi Kikuchi']","['Doug Furnas', 'Dan Kroffat']",,,,,2,2,True
36,"July 5, 1992",Kenta Kobashi and Tsuyoshi Kikuchi vs. Masanobu Fuchi and Yoshinari Ogawa,AJPW,Summer Action SeriesNight 2,5.0,"['Kenta Kobashi', 'Tsuyoshi Kikuchi']","['Masanobu Fuchi', 'Yoshinari Ogawa']",,,,,2,2,True
37,"August 15, 1992",Manami Toyota vs. Toshiyo Yamada,AJW,Mid Summer Typhoon,5.0,['Manami Toyota'],['Toshiyo Yamada'],,,,,2,1,False
38,"April 2, 1993",Kyoko Inoue and Takako Inoue vs. Cutie Suzuki and Mayumi Ozaki,AJW,Dream Slam I,5.0,"['Kyoko Inoue', 'Takako Inoue']","['Cutie Suzuki', 'Mayumi Ozaki']",,,,,2,2,False
39,"April 2, 1993",Shinobu Kandori vs. Akira Hokuto,AJW,Dream Slam I,5.0,"['Shinobu K', 'ori']",['Akira Hokuto'],,,,,2,2,False
40,"April 11, 1993",Manami Toyota and Toshiyo Yamada vs. Dynamite Kansai and Mayumi Ozaki,AJW,Dream Slam II,5.0,"['Manami Toyota', 'Toshiyo Yamada']","['Dynamite Kansai', 'Mayumi Ozaki']",,,,,2,2,False
41,"April 18, 1993",Bull Nakano vs. Devil Masami,JWP,Korakuen Hall show,5.0,['Bull Nakano'],['Devil Masami'],,,,,2,1,False
42,"April 25, 1993",Kenta Kobashi vs. Toshiaki Kawada,AJPW,Champion Carnival,5.0,['Kenta Kobashi'],['Toshiaki Kawada'],,,,,2,1,True
43,"July 2, 1993","Mitsuharu Misawa, Kenta Kobashi, and Jun Akiyama vs. Yoshinari Ogawa and The Holy Demon Army (Toshiaki Kawada and Akira Taue)",AJPW,Summer Action SeriesNight 1,5.0,"['Mitsuharu Misawa', 'Kenta Kobashi', 'Jun Akiyama']","['Yoshinari Ogawa', 'Toshiaki Kawada', 'Akira Taue']",,,,,2,3,True
44,"July 29, 1993",Kenta Kobashi vs. Stan Hansen,AJPW,Summer Action SeriesNight 22,5.0,['Kenta Kobashi'],['Stan Hansen'],,,,,2,1,True
45,"July 31, 1993","Aja Kong, Kyoko Inoue, Takako Inoue, and Sakie Hasegawa vs. Cutie Suzuki, Dynamite Kansai, Mayumi Ozaki, and Hikari Fukuoka",JWP,Thunder Queen Battle in Yokohama,5.0,"['Aja Kong', 'Kyoko Inoue', 'Takako Inoue', 'Sakie Hasegawa']","['Cutie Suzuki', 'Dynamite Kansai', 'Mayumi Ozaki', 'Hikari Fukuoka']",,,,,2,4,True
46,"August 31, 1993",Kenta Kobashi vs. Steve Williams,AJPW,Summer Action Series IINight 10,5.0,['Kenta Kobashi'],['Steve Williams'],,,,,2,1,True
47,"December 3, 1993",The Holy Demon Army (Toshiaki Kawada and Akira Taue) vs. Kenta Kobashi and Mitsuharu Misawa,AJPW,Real World Tag LeagueNight 18,5.0,"['Toshiaki Kawada', 'Akira Taue']","['Kenta Kobashi', 'Mitsuharu Misawa']",,,,,2,2,True
48,"December 6, 1993",Manami Toyota and Toshiyo Yamada vs. Dynamite Kansai and Mayumi Ozaki,AJW,St. Battle Final,5.0,"['Manami Toyota', 'Toshiyo Yamada']","['Dynamite Kansai', 'Mayumi Ozaki']",,,,,2,2,True
49,"December 10, 1993",Manami Toyota and Akira Hokuto vs. Toshiyo Yamada and Kyoko Inoue,AJW,Tag League The Best,5.0,"['Manami Toyota', 'Akira Hokuto']","['Toshiyo Yamada', 'Kyoko Inoue']",,,,,2,2,True
50,"December 10, 1993",Manami Toyota and Akira Hokuto vs. Toshiyo Yamada and Kyoko Inoue,AJW,Tag League The Best,5.0,"['Manami Toyota', 'Akira Hokuto']","['Toshiyo Yamada', 'Kyoko Inoue']",,,,,2,2,True
51,"January 29, 1994","Mitsuharu Misawa, Kenta Kobashi, and Giant Baba vs. Masanobu Fuchi and The Holy Demon Army (Toshiaki Kawada and Akira Taue)",AJPW,New Year Giant SeriesNight 20,5.0,"['Mitsuharu Misawa', 'Kenta Kobashi', 'Giant Baba']","['Masanobu Fuchi', 'Toshiaki Kawada', 'Akira Taue']",,,,,2,3,True
52,"March 20, 1994",Razor Ramon vs. Shawn Michaels,WWF,WrestleMania X,5.0,['Razor Ramon'],['Shawn Michaels'],,,,,2,1,True
53,"April 16, 1994",The Great Sasuke vs. Wild Pegasus,NJPW,Super J-Cup Final,5.0,['The Great Sasuke'],['Wild Pegasus'],,,,,2,1,True
54,"May 21, 1994",Mitsuharu Misawa and Kenta Kobashi vs. The Holy Demon Army (Toshiaki Kawada and Akira Taue),AJPW,Super Power SeriesNight 6,5.0,"['Mitsuharu Misawa', 'Kenta Kobashi']","['Toshiaki Kawada', 'Akira Taue']",,,,,2,2,True
55,"June 3, 1994",Mitsuharu Misawa vs. Toshiaki Kawada,AJPW,Super Power SeriesNight 16,6.0,['Mitsuharu Misawa'],['Toshiaki Kawada'],,,,,2,1,True
56,"July 8, 1994",The Great Sasuke vs. Jushin Thunder Liger,NJPW,Summer Struggle,5.0,['The Great Sasuke'],['Jushin Thunder Liger'],,,,,2,1,True
57,"August 29, 1994",Bret Hart vs. Owen Hart,WWF,SummerSlam,5.0,['Bret Hart'],['Owen Hart'],,,,,2,1,True
58,"October 9, 1994",Kyoko Inoue and Takako Inoue vs. Manami Toyota and Toshiyo Yamada,AJW,Wrestlemarinpiad,5.0,"['Kyoko Inoue', 'Takako Inoue']","['Manami Toyota', 'Toshiyo Yamada']",,,,,2,2,False
59,"November 6, 1994",Los Gringos Locos (Art Barr and Eddy Guerrero) vs. El Hijo Del Santo and Octagón,AAA,When Worlds Collide,5.0,"['Art Barr', 'Eddy Guerrero']","['El Hijo Del Santo', 'Octagón']",,,,,2,2,True
60,"November 20, 1994",Aja Kong vs. Manami Toyota,AJW,Doumu Super Woman Great War,5.0,['Aja Kong'],['Manami Toyota'],,,,,2,1,True
61,"November 30, 1994",Rey Misterio Jr. vs. Juventud Guerrera,AAA,Matamoros show,5.0,['Rey Misterio Jr.'],['Juventud Guerrera'],,,,,2,1,False
62,"January 19, 1995",Kenta Kobashi vs. Toshiaki Kawada,AJPW,New Year Giant SeriesNight 14,5.0,['Kenta Kobashi'],['Toshiaki Kawada'],,,,,2,1,True
63,"January 24, 1995",Mitsuharu Misawa and Kenta Kobashi vs. The Holy Demon Army (Toshiaki Kawada and Akira Taue),AJPW,New Year Giant SeriesNight 17,5.0,"['Mitsuharu Misawa', 'Kenta Kobashi']","['Toshiaki Kawada', 'Akira Taue']",,,,,2,2,True
64,"March 4, 1995",Kenta Kobashi and Mitsuharu Misawa vs. Johnny Ace and Steve Williams,AJPW,Excite SeriesNight 12,5.0,"['Kenta Kobashi', 'Mitsuharu Misawa']","['Johnny Ace', 'Steve Williams']",,,,,2,2,True
65,"April 15, 1995",Akira Taue vs. Mitsuharu Misawa,AJPW,Champion CarnivalNight 19,5.0,['Akira Taue'],['Mitsuharu Misawa'],,,,,2,1,True
66,"May 7, 1995",Manami Toyota vs. Kyoko Inoue,AJW,G*Top 2nd,5.0,['Manami Toyota'],['Kyoko Inoue'],,,,,2,1,True
67,"June 9, 1995",Kenta Kobashi and Mitsuharu Misawa vs. The Holy Demon Army (Toshiaki Kawada and Akira Taue),AJPW,Super Power SeriesNight 15,5.0,"['Kenta Kobashi', 'Mitsuharu Misawa']","['Toshiaki Kawada', 'Akira Taue']",,,,,2,2,True
68,"June 27, 1995",Manami Toyota vs. Aja Kong,AJW,Zenjo Movement Night 40,5.0,['Manami Toyota'],['Aja Kong'],,,,,2,1,True
69,"June 30, 1995","Mitsuharu Misawa, Kenta Kobashi, and Satoru Asako vs. Tamon Honda and The Holy Demon Army (Toshiaki Kawada and Akira Taue)",AJPW,Summer Action SeriesNight 1,5.0,"['Mitsuharu Misawa', 'Kenta Kobashi', 'Satoru Asako']","['Tamon Honda', 'Toshiaki Kawada', 'Akira Taue']",,,,,2,3,True
70,"July 23, 1995",Manami Toyota vs. Mima Shimoda,AJW,Japan Grand PrixNight 8,5.0,['Manami Toyota'],['Mima Shimoda'],,,,,2,1,True
71,"August 30, 1995",Kyoko Inoue and Takako Inoue vs. Manami Toyota and Sakie Hasegawa,AJW,WWWA Champions Night,5.0,"['Kyoko Inoue', 'Takako Inoue']","['Manami Toyota', 'Sakie Hasegawa']",,,,,2,2,True
72,"September 2, 1995",Akira Hokuto vs. Manami Toyota,AJW,Destiny,5.0,['Akira Hokuto'],['Manami Toyota'],,,,,2,1,False
73,"September 22, 1995",Rey Misterio Jr. vs. Psicosis,AAA,Mexico City show,5.0,['Rey Misterio Jr.'],['Psicosis'],,,,,2,1,False
74,"March 9, 1996",Juventud Guerrera vs. Rey Misterio Jr.,ECW,Big Ass Extreme Bash,5.0,['Juventud Guerrera'],['Rey Misterio Jr.'],,,,,2,1,False
75,"May 23, 1996",Mitsuharu Misawa and Jun Akiyama vs. The Holy Demon Army (Toshiaki Kawada and Akira Taue),AJPW,Super Power SeriesNight 5,5.0,"['Mitsuharu Misawa', 'Jun Akiyama']","['Toshiaki Kawada', 'Akira Taue']",,,,,2,2,True
76,"June 7, 1996",Jun Akiyama and Mitsuharu Misawa vs. Johnny Ace and Steve Williams,AJPW,Super Power SeriesNight 15,5.0,"['Jun Akiyama', 'Mitsuharu Misawa']","['Johnny Ace', 'Steve Williams']",,,,,2,2,True
77,"October 10, 1996","Kaientai DX (Dick Togo, Men's Teioh, Shiryu, Shoichi Funaki, and Taka Michinoku) vs. Gran Hamada, Gran Naniwa, Masato Yakushiji, Super Delfin, and Tiger Mask IV",Michinoku Pro,3rd Anniversary,5.0,"['Dick Togo', ""Men's Teioh"", 'Shiryu', 'Shoichi Funaki', 'Taka Michinoku']","['Gran Hamada', 'Gran Naniwa', 'Masato Yakushiji', 'Super Delfin', 'Tiger Mask IV']",,,,,2,5,False
78,"December 6, 1996",The Holy Demon Army (Toshiaki Kawada and Akira Taue) vs. Jun Akiyama and Mitsuharu Misawa,AJPW,Real World Tag LeagueNight 16,5.0,"['Toshiaki Kawada', 'Akira Taue']","['Jun Akiyama', 'Mitsuharu Misawa']",,,,,2,2,True
79,"March 23, 1997",Bret Hart vs. Stone Cold Steve Austin,WWF,WrestleMania 13,5.0,['Bret Hart'],['Stone Cold Steve Austin'],,,,,2,1,True
80,"June 5, 1997",Koji Kanemoto vs. El Samurai,NJPW,Best of the Super Juniors IVNight 17,5.0,['Koji Kanemoto'],['El Samurai'],,,,,2,1,True
81,"June 6, 1997",Mitsuharu Misawa vs. Toshiaki Kawada,AJPW,Super Power SeriesNight 16,5.0,['Mitsuharu Misawa'],['Toshiaki Kawada'],,,,,2,1,True
82,"October 5, 1997",Shawn Michaels vs. The Undertaker,WWF,In Your House 18: Badd Blood,5.0,['Shawn Michaels'],['The Undertaker'],,,,,2,1,True
83,"December 5, 1997",The Holy Demon Army (Toshiaki Kawada and Akira Taue) vs. Jun Akiyama and Mitsuharu Misawa,AJPW,Real World Tag LeagueNight 15,5.0,"['Toshiaki Kawada', 'Akira Taue']","['Jun Akiyama', 'Mitsuharu Misawa']",,,,,2,2,True
84,"June 27, 1998",Kiyoshi Tamura vs. Tsuyoshi Kohsaka,RINGS,Fourth Fighting Integration,5.0,['Kiyoshi Tamura'],['Tsuyoshi Kohsaka'],,,,,2,1,False
85,"October 31, 1998",Kenta Kobashi vs. Mitsuharu Misawa,AJPW,26th Anniversary Show,5.0,['Kenta Kobashi'],['Mitsuharu Misawa'],,,,,2,1,False
86,"June 11, 1999",Mitsuharu Misawa vs. Kenta Kobashi,AJPW,Super Power SeriesNight 14,5.0,['Mitsuharu Misawa'],['Kenta Kobashi'],,,,,2,1,True
87,"October 23, 1999",Mitsuharu Misawa and Yoshinari Ogawa vs. Burning (Kenta Kobashi and Jun Akiyama),AJPW,October Giant Series Night 11,5.0,"['Mitsuharu Misawa', 'Yoshinari Ogawa']","['Kenta Kobashi', 'Jun Akiyama']",,,,,2,2,False
88,"December 14, 2000",Masanobu Fuchi and Toshiaki Kawada vs. Takashi Iizuka and Yuji Nagata,NJPW,Judgment Day,5.0,"['Masanobu Fuchi', 'Toshiaki Kawada']","['Takashi Iizuka', 'Yuji Nagata']",,,,,2,2,True
89,"March 1, 2003",Mitsuharu Misawa vs. Kenta Kobashi,Noah,Navigate For Evolution,5.0,['Mitsuharu Misawa'],['Kenta Kobashi'],,,,,2,1,False
90,"July 10, 2004",Kenta Kobashi vs. Jun Akiyama,Noah,Departure,5.0,['Kenta Kobashi'],['Jun Akiyama'],,,,,2,1,True
